super_replicate;replicate;strain_no;strain;ethanol;broodsize;date;person_counting;comment
2;5;4;ECA396;300;143;20210315;Marijke;
2;5;4;ECA396;300;153;20210315;Marijke;
2;5;4;ECA396;400;61;20210315;Marijke;
2;5;4;ECA396;400;125;20210315;Marijke;
2;5;4;ECA396;400;120;20210315;Marijke;
2;5;5;EG4725;0;260;20210315;Marijke;
2;5;5;EG4725;0;311;20210315;Marijke;
2;5;5;EG4725;0;216;20210315;Marijke;
2;5;5;EG4725;100;341;20210315;Marijke;
2;5;5;EG4725;100;301;20210315;Marijke;
2;5;5;EG4725;100;325;20210315;Marijke;
2;5;5;EG4725;200;274;20210315;Marijke;
2;5;5;EG4725;200;272;20210315;Marijke;
2;5;5;EG4725;200;308;20210315;Marijke;
2;5;5;EG4725;300;284;20210315;Marijke;
2;5;5;EG4725;300;340;20210315;Marijke;
2;5;5;EG4725;300;17;20210315;Marijke;
2;5;5;EG4725;400;41;20210315;Marijke;
2;5;5;EG4725;400;145;20210315;Marijke;
2;5;5;EG4725;400;107;20210315;Marijke;
2;5;6;JU1400;0;92;20210315;Marijke;
2;5;6;JU1400;0;113;20210315;Marijke;
2;5;6;JU1400;0;146;20210315;Marijke;
2;5;6;JU1400;100;276;20210315;Marijke;
2;5;6;JU1400;100;305;20210315;Marijke;
2;5;6;JU1400;100;;20210315;Marijke;
2;5;6;JU1400;200;160;20210315;Marijke;
2;5;6;JU1400;200;161;20210315;Marijke;
2;5;6;JU1400;200;208;20210315;Marijke;
2;5;6;JU1400;300;92;20210315;Marijke;
2;5;6;JU1400;300;55;20210315;Marijke;
2;5;6;JU1400;300;160;20210315;Marijke;
2;5;6;JU1400;400;1;20210315;Marijke;
2;5;6;JU1400;400;1;20210315;Marijke;
2;5;6;JU1400;400;60;20210315;Marijke;
2;5;7;JU2526;0;336;20210315;Marijke;
2;5;7;JU2526;0;379;20210315;Marijke;
2;5;7;JU2526;0;84;20210315;Marijke;
2;5;7;JU2526;100;353;20210315;Marijke;
2;5;7;JU2526;100;330;20210315;Marijke;
2;5;7;JU2526;100;296;20210315;Marijke;
2;5;7;JU2526;200;259;20210315;Marijke;
2;5;7;JU2526;200;240;20210315;Marijke;
2;5;7;JU2526;200;119;20210315;Marijke;
2;5;7;JU2526;300;224;20210315;Marijke;
2;5;7;JU2526;300;66;20210315;Marijke;
2;5;7;JU2526;300;100;20210315;Marijke;
2;5;7;JU2526;400;7;20210315;Marijke;
2;5;7;JU2526;400;82;20210315;Marijke;
2;5;7;JU2526;400;187;20210315;Marijke;
2;5;8;JU2600;0;162;20210315;Marijke;
2;5;8;JU2600;0;375;20210315;Marijke;
2;5;8;JU2600;0;350;20210315;Marijke;
2;5;8;JU2600;100;370;20210315;Marijke;
2;5;8;JU2600;100;341;20210315;Marijke;
2;5;8;JU2600;100;290;20210315;Marijke;
2;5;8;JU2600;200;282;20210315;Marijke;
2;5;8;JU2600;200;201;20210315;Marijke;
2;5;8;JU2600;200;183;20210315;Marijke;
2;5;8;JU2600;300;97;20210315;Marijke;
2;5;8;JU2600;300;167;20210315;Marijke;
2;5;8;JU2600;300;155;20210315;Marijke;
2;5;8;JU2600;400;58;20210315;Marijke;
2;5;8;JU2600;400;69;20210315;Marijke;
2;5;8;JU2600;400;59;20210315;Marijke;
2;5;9;JU310;0;190;20210315;Marijke;
2;5;9;JU310;0;297;20210315;Marijke;
2;5;9;JU310;0;254;20210315;Marijke;
2;5;9;JU310;100;218;20210315;Marijke;
2;5;9;JU310;100;337;20210315;Marijke;
2;5;9;JU310;100;391;20210315;Marijke;
2;5;9;JU310;200;269;20210315;Marijke;
2;5;9;JU310;200;258;20210315;Marijke;
2;5;9;JU310;200;251;20210315;Marijke;
2;5;9;JU310;300;75;20210315;Marijke;
2;5;9;JU310;300;264;20210315;Marijke;
2;5;9;JU310;300;219;20210315;Marijke;
2;5;9;JU310;400;107;20210315;Marijke;
2;5;9;JU310;400;135;20210315;Marijke;
2;5;9;JU310;400;89;20210315;Marijke;
2;5;10;MY2147;0;154;20210315;Marijke;
2;5;10;MY2147;0;216;20210315;Marijke;
2;5;10;MY2147;0;254;20210315;Marijke;
2;5;10;MY2147;100;429;20210315;Mark;
2;5;10;MY2147;100;274;20210315;Mark;
2;5;10;MY2147;100;156;20210315;Mark;
2;5;10;MY2147;200;395;20210315;Marijke;
2;5;10;MY2147;200;365;20210315;Marijke;
2;5;10;MY2147;200;205;20210315;Marijke;
2;5;10;MY2147;300;215;20210315;Mark;
2;5;10;MY2147;300;231;20210315;Mark;
2;5;10;MY2147;300;233;20210315;Mark;
2;5;10;MY2147;400;51;20210315;Mark;
2;5;10;MY2147;400;1;20210315;Mark;
2;5;10;MY2147;400;60;20210315;Mark;
2;5;11;MY2693;0;188;20210315;Mark;
2;5;11;MY2693;0;290;20210315;Mark;
2;5;11;MY2693;0;110;20210315;Mark;
2;5;11;MY2693;100;352;20210323;Marijke;
2;5;11;MY2693;100;404;20210323;Marijke;
2;5;11;MY2693;100;207;20210323;Marijke;
2;5;11;MY2693;200;244;20210315;Marijke;
2;5;11;MY2693;200;270;20210315;Marijke;
2;5;11;MY2693;200;286;20210315;Marijke;
2;5;11;MY2693;300;182;20210315;Marijke;
2;5;11;MY2693;300;58;20210315;Marijke;
2;5;11;MY2693;300;1;20210315;Marijke;
2;5;11;MY2693;400;106;20210315;Marijke;
2;5;11;MY2693;400;;20210315;Marijke;
2;5;11;MY2693;400;80;20210315;Marijke;
2;5;12;N2;0;314;20210315;Marijke;
2;5;12;N2;0;377;20210315;Marijke;
2;5;12;N2;0;412;20210315;Marijke;
2;5;12;N2;100;260;20210315;Marijke;
2;5;12;N2;100;200;20210315;Marijke;
2;5;12;N2;100;357;20210315;Marijke;
2;5;12;N2;200;263;20210315;Marijke;
2;5;12;N2;200;193;20210315;Marijke;
2;5;12;N2;200;207;20210315;Marijke;
2;5;12;N2;300;228;20210315;Marijke;
2;5;12;N2;300;112;20210315;Marijke;
2;5;12;N2;300;289;20210315;Marijke;
2;5;12;N2;400;192;20210315;Mark;
2;5;12;N2;400;89;20210315;Mark;
2;5;12;N2;400;107;20210315;Mark;
2;5;13;NIC2;0;329;20210315;Marijke;
2;5;13;NIC2;0;335;20210315;Marijke;
2;5;13;NIC2;0;285;20210315;Marijke;
2;5;13;NIC2;100;552;20210315;Mark;also cannot find parents
2;5;13;NIC2;100;0;20210315;Mark;also cannot find parents
2;5;13;NIC2;100;60;20210315;Mark;also cannot find parents
2;5;13;NIC2;200;346;20210315;Mark;
2;5;13;NIC2;200;340;20210315;Mark;
2;5;13;NIC2;200;211;20210315;Mark;
2;5;13;NIC2;300;285;20210315;Marijke;
2;5;13;NIC2;300;220;20210315;Marijke;
2;5;13;NIC2;300;174;20210315;Marijke;
2;5;13;NIC2;400;137;20210315;Marijke;
2;5;13;NIC2;400;164;20210315;Marijke;
2;5;13;NIC2;400;235;20210315;Marijke;
2;5;14;NIC526;0;201;20210315;Marijke;
2;5;14;NIC526;0;158;20210315;Marijke;
2;5;14;NIC526;0;369;20210315;Marijke;
2;5;14;NIC526;100;225;20210315;Marijke;
2;5;14;NIC526;100;329;20210315;Marijke;
2;5;14;NIC526;100;240;20210315;Marijke;
2;5;14;NIC526;200;107;20210315;Marijke;
2;5;14;NIC526;200;197;20210315;Marijke;
2;5;14;NIC526;200;118;20210315;Marijke;
2;5;14;NIC526;300;156;20210315;Mark;
2;5;14;NIC526;300;142;20210315;Mark;
2;5;14;NIC526;300;184;20210315;Mark;
2;5;14;NIC526;400;36;20210315;Marijke;
2;5;14;NIC526;400;56;20210315;Marijke;
2;5;14;NIC526;400;56;20210315;Marijke;
2;5;15;QX1794;0;486;20210315;Mark;
2;5;15;QX1794;0;289;20210315;Mark;
2;5;15;QX1794;0;233;20210315;Mark;
2;5;15;QX1794;100;312;20210315;Mark;
2;5;15;QX1794;100;246;20210315;Mark;
2;5;15;QX1794;100;373;20210315;Mark;
2;5;15;QX1794;200;238;20210315;Marijke;
2;5;15;QX1794;200;88;20210315;Marijke;
2;5;15;QX1794;200;137;20210315;Marijke;
2;5;15;QX1794;300;32;20210315;Marijke;
2;5;15;QX1794;300;191;20210315;Marijke;
2;5;15;QX1794;300;212;20210315;Marijke;
2;5;15;QX1794;400;4;20210315;Marijke;
2;5;15;QX1794;400;95;20210315;Marijke;
2;5;15;QX1794;400;151;20210315;Marijke;
2;5;16;XZ1516;0;250;20210315;Marijke;
2;5;16;XZ1516;0;254;20210315;Marijke;
2;5;16;XZ1516;0;133;20210315;Marijke;
2;5;16;XZ1516;100;71;20210315;Marijke;
2;5;16;XZ1516;100;120;20210315;Marijke;
2;5;16;XZ1516;100;121;20210315;Marijke;
2;5;16;XZ1516;200;3;20210315;Marijke;
2;5;16;XZ1516;200;4;20210315;Marijke;
2;5;16;XZ1516;200;76;20210315;Marijke;
2;5;16;XZ1516;300;18;20210315;Marijke;
2;5;16;XZ1516;300;23;20210315;Marijke;
2;5;16;XZ1516;300;41;20210315;Marijke;
2;5;16;XZ1516;400;2;20210308;Marijke;
2;5;16;XZ1516;400;2;20210308;Marijke;
2;5;16;XZ1516;400;5;20210308;Marijke;
2;6;1;CB4856;0;;20210323;Marijke;
2;6;1;CB4856;0;360;20210323;Marijke;
2;6;1;CB4856;0;332;20210323;Marijke;
2;6;1;CB4856;100;182;20210323;Marijke;
2;6;1;CB4856;100;280;20210323;Marijke;
2;6;1;CB4856;100;228;20210323;Marijke;
2;6;1;CB4856;200;298;20210323;Marijke;
2;6;1;CB4856;200;232;20210323;Marijke;
2;6;1;CB4856;200;156;20210323;Marijke;
2;6;1;CB4856;300;;20210323;Marijke;
2;6;1;CB4856;300;;20210323;Marijke;
2;6;1;CB4856;300;94;20210323;Marijke;
2;6;1;CB4856;400;73;20210323;Marijke;
2;6;1;CB4856;400;;20210323;Marijke;
2;6;1;CB4856;400;74;20210323;Marijke;
2;6;2;DL238;0;359;20210323;Marijke;
2;6;2;DL238;0;304;20210323;Marijke;
2;6;2;DL238;0;365;20210323;Marijke;
2;6;2;DL238;100;355;20210323;Marijke;
2;6;2;DL238;100;139;20210323;Marijke;
2;6;2;DL238;100;303;20210323;Marijke;
2;6;2;DL238;200;165;20210323;Marijke;
2;6;2;DL238;200;267;20210323;Marijke;
2;6;2;DL238;200;290;20210323;Marijke;
2;6;2;DL238;300;261;20210323;Marijke;
2;6;2;DL238;300;271;20210323;Marijke;
2;6;2;DL238;300;102;20210323;Marijke;
2;6;2;DL238;400;70;20210323;Marijke;
2;6;2;DL238;400;6;20210323;Marijke;
2;6;2;DL238;400;69;20210323;Marijke;
2;6;3;ECA36;0;229;20210323;Marijke;
2;6;3;ECA36;0;195;20210323;Marijke;
2;6;3;ECA36;0;158;20210323;Marijke;
2;6;3;ECA36;100;2;20210323;Marijke;
2;6;3;ECA36;100;26;20210323;Marijke;
2;6;3;ECA36;100;2;20210323;Marijke;
2;6;3;ECA36;200;19;20210323;Marijke;
2;6;3;ECA36;200;4;20210323;Marijke;
2;6;3;ECA36;200;1;20210323;Marijke;
2;6;3;ECA36;300;56;20210323;Marijke;
2;6;3;ECA36;300;2;20210323;Marijke;
2;6;3;ECA36;300;1;20210323;Marijke;
2;6;3;ECA36;400;39;20210323;Marijke;
2;6;3;ECA36;400;20;20210323;Marijke;
2;6;3;ECA36;400;2;20210323;Marijke;
2;6;4;ECA396;0;324;20210323;Samirah;
2;6;4;ECA396;0;196;20210323;Samirah;
2;6;4;ECA396;0;364;20210323;Samirah;
2;6;4;ECA396;100;283;20210323;Samirah;
2;6;4;ECA396;100;175;20210323;Samirah;
2;6;4;ECA396;100;297;20210323;Samirah;
2;6;4;ECA396;200;122;20210323;Samirah;
2;6;4;ECA396;200;132;20210323;Samirah;
2;6;4;ECA396;200;105;20210323;Samirah;
2;6;4;ECA396;300;215;20210323;Samirah;
2;6;4;ECA396;300;90;20210323;Samirah;
2;6;4;ECA396;300;170;20210323;Samirah;
2;6;4;ECA396;400;25;20210323;Marijke;
2;6;4;ECA396;400;66;20210323;Marijke;
2;6;4;ECA396;400;57;20210323;Marijke;
2;6;5;EG4725;0;377;20210323;Marijke;
2;6;5;EG4725;0;383;20210323;Marijke;
2;6;5;EG4725;0;343;20210323;Marijke;
2;6;5;EG4725;100;467;20210323;Samirah;
2;6;5;EG4725;100;227;20210323;Samirah;
2;6;5;EG4725;100;355;20210323;Samirah;
2;6;5;EG4725;200;375;20210323;Marijke;
2;6;5;EG4725;200;264;20210323;Marijke;
2;6;5;EG4725;200;194;20210323;Marijke;
2;6;5;EG4725;300;206;20210323;Marijke;
2;6;5;EG4725;300;91;20210323;Marijke;
2;6;5;EG4725;300;174;20210323;Marijke;
2;6;5;EG4725;400;175;20210323;Marijke;
2;6;5;EG4725;400;3;20210323;Marijke;
2;6;5;EG4725;400;148;20210323;Marijke;
2;6;6;JU1400;0;2;20210323;Samirah;
2;6;6;JU1400;0;82;20210323;Samirah;
2;6;6;JU1400;0;242;20210323;Samirah;
2;6;6;JU1400;100;;20210323;Marijke;
2;6;6;JU1400;100;23;20210323;Marijke;
2;6;6;JU1400;100;108;20210323;Marijke;
2;6;6;JU1400;200;104;20210323;Samirah;
2;6;6;JU1400;200;105;20210323;Samirah;
2;6;6;JU1400;200;112;20210323;Samirah;
2;6;6;JU1400;300;155;20210323;Marijke;
2;6;6;JU1400;300;25;20210323;Marijke;
2;6;6;JU1400;300;57;20210323;Marijke;
2;6;6;JU1400;400;82;20210323;Samirah;
2;6;6;JU1400;400;29;20210323;Samirah;
2;6;6;JU1400;400;16;20210323;Samirah;
2;6;7;JU2526;0;228;20210323;Marijke;
2;6;7;JU2526;0;268;20210323;Marijke;
2;6;7;JU2526;0;329;20210323;Marijke;
2;6;7;JU2526;100;305;20210323;Marijke;
2;6;7;JU2526;100;141;20210323;Marijke;
2;6;7;JU2526;100;286;20210323;Marijke;
2;6;7;JU2526;200;147;20210323;Marijke;
2;6;7;JU2526;200;149;20210323;Marijke;
2;6;7;JU2526;200;94;20210323;Marijke;
2;6;7;JU2526;300;150;20210323;Marijke;
2;6;7;JU2526;300;98;20210323;Marijke;
2;6;7;JU2526;300;307;20210323;Marijke;
2;6;7;JU2526;400;65;20210323;Marijke;
2;6;7;JU2526;400;56;20210323;Marijke;
2;6;7;JU2526;400;121;20210323;Marijke;
2;6;8;JU2600;0;190;20210323;Marijke;
2;6;8;JU2600;0;473;20210323;Marijke;
2;6;8;JU2600;0;444;20210323;Marijke;
2;6;8;JU2600;100;237;20210323;Marijke;
2;6;8;JU2600;100;335;20210323;Marijke;
2;6;8;JU2600;100;378;20210323;Marijke;
2;6;8;JU2600;200;271;20210323;Samirah;
2;6;8;JU2600;200;272;20210323;Samirah;
2;6;8;JU2600;200;194;20210323;Samirah;
2;6;8;JU2600;300;244;20210323;Marijke;
2;6;8;JU2600;300;141;20210323;Marijke;
2;6;8;JU2600;300;166;20210323;Marijke;
2;6;8;JU2600;400;1;20210323;Samirah;
2;6;8;JU2600;400;2;20210323;Samirah;
2;6;8;JU2600;400;2;20210323;Samirah;
2;6;9;JU310;0;565;20210323;Samirah;
2;6;9;JU310;0;505;20210323;Samirah;
2;6;9;JU310;0;578;20210323;Samirah;
2;6;9;JU310;100;482;20210323;Samirah;
2;6;9;JU310;100;403;20210323;Samirah;
2;6;9;JU310;100;357;20210323;Samirah;
2;6;9;JU310;200;183;20210323;Samirah;
2;6;9;JU310;200;359;20210323;Samirah;
2;6;9;JU310;200;230;20210323;Samirah;
2;6;9;JU310;300;346;20210323;Samirah;
2;6;9;JU310;300;325;20210323;Samirah;
2;6;9;JU310;300;341;20210323;Samirah;
2;6;9;JU310;400;9;20210323;Samirah;
2;6;9;JU310;400;;20210323;Samirah;
2;6;9;JU310;400;81;20210323;Samirah;
2;6;10;MY2147;0;488;20210323;Samirah;
2;6;10;MY2147;0;351;20210323;Samirah;
2;6;10;MY2147;0;775;20210323;Samirah;
2;6;10;MY2147;100;484;20210323;Samirah;
2;6;10;MY2147;100;459;20210323;Samirah;
2;6;10;MY2147;100;431;20210323;Samirah;
2;6;10;MY2147;200;303;20210323;Samirah;
2;6;10;MY2147;200;354;20210323;Samirah;
2;6;10;MY2147;200;309;20210323;Samirah;
2;6;10;MY2147;300;311;20210323;Samirah;
2;6;10;MY2147;300;291;20210323;Samirah;
2;6;10;MY2147;300;94;20210323;Samirah;
2;6;10;MY2147;400;228;20210323;Samirah;
2;6;10;MY2147;400;200;20210323;Samirah;
2;6;10;MY2147;400;116;20210323;Samirah;
2;6;11;MY2693;0;365;20210323;Marijke;
2;6;11;MY2693;0;431;20210323;Marijke;
2;6;11;MY2693;0;413;20210323;Marijke;
2;6;11;MY2693;100;216;20210308;Marijke;
2;6;11;MY2693;100;144;20210308;Marijke;
2;6;11;MY2693;100;331;20210308;Marijke;
2;6;11;MY2693;200;163;20210323;Marijke;
2;6;11;MY2693;200;77;20210323;Marijke;
2;6;11;MY2693;200;245;20210323;Marijke;
2;6;11;MY2693;300;145;20210323;Marijke;
2;6;11;MY2693;300;30;20210323;Marijke;
2;6;11;MY2693;300;201;20210323;Marijke;
2;6;11;MY2693;400;4;20210323;Marijke;
2;6;11;MY2693;400;2;20210323;Marijke;
2;6;11;MY2693;400;53;20210323;Marijke;
2;6;12;N2;0;450;20210323;Marijke;
2;6;12;N2;0;415;20210323;Marijke;
2;6;12;N2;0;187;20210323;Marijke;
2;6;12;N2;100;355;20210323;Marijke;
2;6;12;N2;100;402;20210323;Marijke;
2;6;12;N2;100;215;20210323;Marijke;
2;6;12;N2;200;292;20210323;Marijke;
2;6;12;N2;200;184;20210323;Marijke;
2;6;12;N2;200;290;20210323;Marijke;
2;6;12;N2;300;88;20210323;Marijke;
2;6;12;N2;300;149;20210323;Marijke;
2;6;12;N2;300;190;20210323;Marijke;
2;6;12;N2;400;52;20210323;Samirah;
2;6;12;N2;400;128;20210323;Samirah;
2;6;12;N2;400;62;20210323;Samirah;
2;6;13;NIC2;0;364;20210323;Marijke;
2;6;13;NIC2;0;402;20210323;Marijke;
2;6;13;NIC2;0;425;20210323;Marijke;
2;6;13;NIC2;100;402;20210323;Marijke;
2;6;13;NIC2;100;396;20210323;Marijke;
2;6;13;NIC2;100;455;20210323;Marijke;
2;6;13;NIC2;200;308;20210323;Marijke;
2;6;13;NIC2;200;250;20210323;Marijke;
2;6;13;NIC2;200;206;20210323;Marijke;
2;6;13;NIC2;300;277;20210323;Marijke;
2;6;13;NIC2;300;206;20210323;Marijke;
2;6;13;NIC2;300;287;20210323;Marijke;
2;6;13;NIC2;400;27;20210323;Marijke;
2;6;13;NIC2;400;142;20210323;Marijke;
2;6;13;NIC2;400;86;20210323;Marijke;
2;6;14;NIC526;0;316;20210323;Marijke;
2;6;14;NIC526;0;267;20210323;Marijke;
2;6;14;NIC526;0;241;20210323;Marijke;
2;6;14;NIC526;100;347;20210323;Marijke;
2;6;14;NIC526;100;337;20210323;Marijke;
2;6;14;NIC526;100;318;20210323;Marijke;
2;6;14;NIC526;200;278;20210323;Marijke;
2;6;14;NIC526;200;307;20210323;Marijke;
2;6;14;NIC526;200;329;20210323;Marijke;
2;6;14;NIC526;300;188;20210323;Marijke;
2;6;14;NIC526;300;167;20210323;Marijke;
2;6;14;NIC526;300;180;20210323;Marijke;
2;6;14;NIC526;400;58;20210323;Samirah;
2;6;14;NIC526;400;150;20210323;Samirah;
2;6;14;NIC526;400;70;20210323;Samirah;
2;6;15;QX1794;0;367;20210323;Marijke;
2;6;15;QX1794;0;475;20210323;Marijke;
2;6;15;QX1794;0;477;20210323;Marijke;
2;6;15;QX1794;100;346;20210323;Marijke;
2;6;15;QX1794;100;360;20210323;Marijke;
2;6;15;QX1794;100;364;20210323;Marijke;
2;6;15;QX1794;200;218;20210323;Marijke;
2;6;15;QX1794;200;184;20210323;Marijke;
2;6;15;QX1794;200;161;20210323;Marijke;
2;6;15;QX1794;300;104;20210323;Marijke;
2;6;15;QX1794;300;97;20210323;Marijke;
2;6;15;QX1794;300;65;20210323;Marijke;
2;6;15;QX1794;400;138;20210323;Marijke;
2;6;15;QX1794;400;96;20210323;Marijke;
2;6;15;QX1794;400;;20210323;Marijke;
2;6;16;XZ1516;0;239;20210323;Marijke;
2;6;16;XZ1516;0;259;20210323;Marijke;
2;6;16;XZ1516;0;269;20210323;Marijke;
2;6;16;XZ1516;100;72;20210323;Marijke;
2;6;16;XZ1516;100;183;20210323;Marijke;
2;6;16;XZ1516;100;147;20210323;Marijke;
2;6;16;XZ1516;200;128;20210323;Marijke;
2;6;16;XZ1516;200;186;20210323;Marijke;
2;6;16;XZ1516;200;2;20210323;Marijke;
2;6;16;XZ1516;300;50;20210323;Marijke;
2;6;16;XZ1516;300;130;20210323;Marijke;
2;6;16;XZ1516;300;5;20210323;Marijke;
2;6;16;XZ1516;400;2;20210315;Marijke;
2;6;16;XZ1516;400;19;20210315;Marijke;
2;6;16;XZ1516;400;1;20210315;Marijke;
