super_replicate;replicate;strain_no;strain;ethanol;broodsize;date;person_counting;comment
1;2;16;XZ1516;200;89;30-10-2024;Lisa;
1;2;16;XZ1516;300;157;30-10-2024;Rick;
1;2;16;XZ1516;300;229;30-10-2024;Rick;
1;2;16;XZ1516;300;151;30-10-2024;Rick;
1;2;16;XZ1516;400;0;30-10-2024;Rick;
1;2;16;XZ1516;400;0;30-10-2024;Rick;
1;2;16;XZ1516;400;100;30-10-2024;Rick;
1;3;1;CB4856;0;489;12-11-2024;Rick;
1;3;1;CB4856;0;472;12-11-2024;Rick;
1;3;1;CB4856;0;461;12-11-2024;Rick;
1;3;1;CB4856;100;485;12-11-2024;Rick;
1;3;1;CB4856;100;413;12-11-2024;Rick;
1;3;1;CB4856;100;258;12-11-2024;Rick;
1;3;1;CB4856;200;399;12-11-2024;Rick;
1;3;1;CB4856;200;312;12-11-2024;Rick;
1;3;1;CB4856;200;470;12-11-2024;Rick;
1;3;1;CB4856;300;317;12-11-2024;Rick;
1;3;1;CB4856;300;258;12-11-2024;Rick;
1;3;1;CB4856;300;242;12-11-2024;Rick;
1;3;1;CB4856;400;311;12-11-2024;Rick;
1;3;1;CB4856;400;211;12-11-2024;Rick;
1;3;1;CB4856;400;285;12-11-2024;Rick;
1;3;2;DL238;0;489;12-11-2024;Rick;
1;3;2;DL238;0;439;12-11-2024;Rick;
1;3;2;DL238;0;371;12-11-2024;Rick;
1;3;2;DL238;100;349;12-11-2024;Rick;
1;3;2;DL238;100;416;12-11-2024;Rick;
1;3;2;DL238;100;413;12-11-2024;Rick;
1;3;2;DL238;200;412;12-11-2024;Rick;
1;3;2;DL238;200;233;12-11-2024;Rick;
1;3;2;DL238;200;227;12-11-2024;Rick;
1;3;2;DL238;300;78;12-11-2024;Rick;
1;3;2;DL238;300;334;12-11-2024;Rick;
1;3;2;DL238;300;174;12-11-2024;Rick;
1;3;2;DL238;400;275;12-11-2024;Rick;
1;3;2;DL238;400;183;12-11-2024;Rick;
1;3;2;DL238;400;205;12-11-2024;Rick;
1;3;3;ECA36;0;136;12-11-2024;Rick;
1;3;3;ECA36;0;140;12-11-2024;Rick;
1;3;3;ECA36;0;364;12-11-2024;Rick;
1;3;3;ECA36;100;51;12-11-2024;Rick;
1;3;3;ECA36;100;74;12-11-2024;Rick;
1;3;3;ECA36;100;49;12-11-2024;Rick;
1;3;3;ECA36;200;2;12-11-2024;Rick;
1;3;3;ECA36;200;2;12-11-2024;Rick;
1;3;3;ECA36;200;2;12-11-2024;Rick;
1;3;3;ECA36;300;82;12-11-2024;Rick;
1;3;3;ECA36;300;2;12-11-2024;Rick;
1;3;3;ECA36;300;2;12-11-2024;Rick;
1;3;3;ECA36;400;9;12-11-2024;Rick;
1;3;3;ECA36;400;89;12-11-2024;Rick;
1;3;3;ECA36;400;2;12-11-2024;Rick;
1;3;4;ECA396;0;335;12-11-2024;Rick;
1;3;4;ECA396;0;285;12-11-2024;Rick;
1;3;4;ECA396;0;397;12-11-2024;Rick;
1;3;4;ECA396;100;344;12-11-2024;Rick;
1;3;4;ECA396;100;477;12-11-2024;Rick;
1;3;4;ECA396;100;408;12-11-2024;Rick;
1;3;4;ECA396;200;343;12-11-2024;Rick;
1;3;4;ECA396;200;337;12-11-2024;Rick;
1;3;4;ECA396;200;292;12-11-2024;Rick;
1;3;4;ECA396;300;275;12-11-2024;Rick;
1;3;4;ECA396;300;223;12-11-2024;Rick;
1;3;4;ECA396;300;258;12-11-2024;Rick;
1;3;4;ECA396;400;169;12-11-2024;Rick;
1;3;4;ECA396;400;222;12-11-2024;Rick;
1;3;4;ECA396;400;226;12-11-2024;Rick;
1;3;5;EG4725;0;628;12-11-2024;Rick;
1;3;5;EG4725;0;662;12-11-2024;Rick;
1;3;5;EG4725;0;548;12-11-2024;Rick;
1;3;5;EG4725;100;186;12-11-2024;Rick;
1;3;5;EG4725;100;370;12-11-2024;Rick;
1;3;5;EG4725;100;386;12-11-2024;Rick;
1;3;5;EG4725;200;341;12-11-2024;Rick;
1;3;5;EG4725;200;387;12-11-2024;Rick;
1;3;5;EG4725;200;340;12-11-2024;Rick;
1;3;5;EG4725;300;275;12-11-2024;Rick;
1;3;5;EG4725;300;241;12-11-2024;Rick;
1;3;5;EG4725;300;265;12-11-2024;Rick;
1;3;5;EG4725;400;108;12-11-2024;Rick;
1;3;5;EG4725;400;225;12-11-2024;Rick;
1;3;5;EG4725;400;207;12-11-2024;Rick;
1;3;6;JU1400;0;409;12-11-2024;Rick;
1;3;6;JU1400;0;380;12-11-2024;Rick;
1;3;6;JU1400;0;416;12-11-2024;Rick;
1;3;6;JU1400;100;352;12-11-2024;Rick;
1;3;6;JU1400;100;263;12-11-2024;Rick;
1;3;6;JU1400;100;330;12-11-2024;Rick;
1;3;6;JU1400;200;360;12-11-2024;Rick;
1;3;6;JU1400;200;317;12-11-2024;Rick;
1;3;6;JU1400;200;329;12-11-2024;Rick;
1;3;6;JU1400;300;278;12-11-2024;Rick;
1;3;6;JU1400;300;268;12-11-2024;Rick;
1;3;6;JU1400;300;180;12-11-2024;Rick;
1;3;6;JU1400;400;21;12-11-2024;Rick;
1;3;6;JU1400;400;63;12-11-2024;Rick;
1;3;6;JU1400;400;41;12-11-2024;Rick;
1;3;7;JU2526;0;482;12-11-2024;Rick;
1;3;7;JU2526;0;491;12-11-2024;Rick;
1;3;7;JU2526;0;409;12-11-2024;Rick;
1;3;7;JU2526;100;219;12-11-2024;Rick;
1;3;7;JU2526;100;249;12-11-2024;Rick;
1;3;7;JU2526;100;357;12-11-2024;Rick;
1;3;7;JU2526;200;372;12-11-2024;Rick;
1;3;7;JU2526;200;264;12-11-2024;Rick;
1;3;7;JU2526;200;349;12-11-2024;Rick;
1;3;7;JU2526;300;256;12-11-2024;Rick;
1;3;7;JU2526;300;114;12-11-2024;Rick;
1;3;7;JU2526;300;152;12-11-2024;Rick;
1;3;7;JU2526;400;63;12-11-2024;Rick;
1;3;7;JU2526;400;144;12-11-2024;Rick;
1;3;7;JU2526;400;32;12-11-2024;Rick;
1;3;8;JU2600;0;744;12-11-2024;Rick;
1;3;8;JU2600;0;781;12-11-2024;Rick;
1;3;8;JU2600;0;563;12-11-2024;Rick;
1;3;8;JU2600;100;735;12-11-2024;Rick;
1;3;8;JU2600;100;485;12-11-2024;Rick;
1;3;8;JU2600;100;705;12-11-2024;Rick;
1;3;8;JU2600;200;441;12-11-2024;Rick;
1;3;8;JU2600;200;433;12-11-2024;Rick;
1;3;8;JU2600;200;405;12-11-2024;Rick;
1;3;8;JU2600;300;381;12-11-2024;Rick;
1;3;8;JU2600;300;164;12-11-2024;Rick;
1;3;8;JU2600;300;325;12-11-2024;Rick;
1;3;8;JU2600;400;291;12-11-2024;Rick;
1;3;8;JU2600;400;262;12-11-2024;Rick;
1;3;8;JU2600;400;246;12-11-2024;Rick;
1;3;9;JU310;0;554;13-11-2024;Rick;
1;3;9;JU310;0;468;13-11-2024;Rick;
1;3;9;JU310;0;685;13-11-2024;Rick;
1;3;9;JU310;100;608;13-11-2024;Rick;
1;3;9;JU310;100;390;13-11-2024;Rick;
1;3;9;JU310;100;459;13-11-2024;Rick;
1;3;9;JU310;200;256;13-11-2024;Rick;
1;3;9;JU310;200;399;13-11-2024;Rick;
1;3;9;JU310;200;282;13-11-2024;Rick;
1;3;9;JU310;300;307;13-11-2024;Rick;
1;3;9;JU310;300;335;13-11-2024;Rick;
1;3;9;JU310;300;325;13-11-2024;Rick;
1;3;9;JU310;400;255;13-11-2024;Rick;
1;3;9;JU310;400;281;13-11-2024;Rick;
1;3;9;JU310;400;193;13-11-2024;Rick;
1;3;10;MY2147;0;705;13-11-2024;Joost;
1;3;10;MY2147;0;966;13-11-2024;Joost;
1;3;10;MY2147;0;577;13-11-2024;Joost;
1;3;10;MY2147;100;703;13-11-2024;Joost;
1;3;10;MY2147;100;1024;13-11-2024;Joost;
1;3;10;MY2147;100;701;13-11-2024;Joost;
1;3;10;MY2147;200;357;13-11-2024;Joost;
1;3;10;MY2147;200;255;13-11-2024;Joost;
1;3;10;MY2147;200;447;13-11-2024;Joost;
1;3;10;MY2147;300;273;13-11-2024;Joost;
1;3;10;MY2147;300;260;13-11-2024;Joost;
1;3;10;MY2147;300;275;13-11-2024;Joost;
1;3;10;MY2147;400;304;13-11-2024;Joost;
1;3;10;MY2147;400;272;13-11-2024;Joost;
1;3;10;MY2147;400;250;13-11-2024;Joost;
1;3;11;MY2693;0;495;13-11-2024;Rick;
1;3;11;MY2693;0;527;13-11-2024;Rick;
1;3;11;MY2693;0;422;13-11-2024;Rick;
1;3;11;MY2693;100;437;13-11-2024;Rick;
1;3;11;MY2693;100;233;13-11-2024;Rick;
1;3;11;MY2693;100;463;13-11-2024;Rick;
1;3;11;MY2693;200;394;13-11-2024;Rick;
1;3;11;MY2693;200;318;13-11-2024;Rick;
1;3;11;MY2693;200;349;13-11-2024;Rick;
1;3;11;MY2693;300;149;13-11-2024;Rick;
1;3;11;MY2693;300;295;13-11-2024;Rick;
1;3;11;MY2693;300;235;13-11-2024;Rick;
1;3;11;MY2693;400;143;13-11-2024;Rick;
1;3;11;MY2693;400;88;13-11-2024;Rick;
1;3;11;MY2693;400;19;13-11-2024;Rick;
1;3;12;N2;0;458;13-11-2024;Rick;
1;3;12;N2;0;570;13-11-2024;Rick;
1;3;12;N2;0;517;13-11-2024;Rick;
1;3;12;N2;100;557;13-11-2024;Rick;
1;3;12;N2;100;523;13-11-2024;Rick;
1;3;12;N2;100;420;13-11-2024;Rick;
1;3;12;N2;200;446;13-11-2024;Rick;
1;3;12;N2;200;259;13-11-2024;Rick;
1;3;12;N2;200;276;13-11-2024;Rick;
1;3;12;N2;300;237;13-11-2024;Rick;
1;3;12;N2;300;236;13-11-2024;Rick;
1;3;12;N2;300;252;13-11-2024;Rick;
1;3;12;N2;400;74;13-11-2024;Rick;
1;3;12;N2;400;109;13-11-2024;Rick;
1;3;12;N2;400;91;13-11-2024;Rick;
1;3;13;NIC2;0;521;13-11-2024;Rick;
1;3;13;NIC2;0;533;13-11-2024;Rick;
1;3;13;NIC2;0;538;13-11-2024;Rick;
1;3;13;NIC2;100;535;13-11-2024;Rick;
1;3;13;NIC2;100;499;13-11-2024;Rick;
1;3;13;NIC2;100;490;13-11-2024;Rick;
1;3;13;NIC2;200;393;13-11-2024;Rick;
1;3;13;NIC2;200;222;13-11-2024;Rick;
1;3;13;NIC2;200;410;13-11-2024;Rick;
1;3;13;NIC2;300;302;13-11-2024;Rick;
1;3;13;NIC2;300;347;13-11-2024;Rick;
1;3;13;NIC2;300;361;13-11-2024;Rick;
1;3;13;NIC2;400;192;13-11-2024;Rick;
1;3;13;NIC2;400;174;13-11-2024;Rick;
1;3;13;NIC2;400;157;13-11-2024;Rick;
1;3;14;NIC526;0;454;13-11-2024;Rick;
1;3;14;NIC526;0;456;13-11-2024;Rick;
1;3;14;NIC526;0;557;13-11-2024;Rick;
1;3;14;NIC526;100;387;13-11-2024;Rick;
1;3;14;NIC526;100;458;13-11-2024;Rick;
1;3;14;NIC526;100;426;13-11-2024;Rick;
1;3;14;NIC526;200;374;13-11-2024;Rick;
1;3;14;NIC526;200;336;13-11-2024;Rick;
1;3;14;NIC526;200;180;13-11-2024;Rick;
1;3;14;NIC526;300;127;13-11-2024;Rick;
1;3;14;NIC526;300;270;13-11-2024;Rick;
1;3;14;NIC526;300;299;13-11-2024;Rick;
1;3;14;NIC526;400;241;13-11-2024;Rick;
1;3;14;NIC526;400;262;13-11-2024;Rick;
1;3;14;NIC526;400;213;13-11-2024;Rick;
1;3;15;QX1794;0;570;13-11-2024;Joost;
1;3;15;QX1794;0;380;13-11-2024;Joost;
1;3;15;QX1794;0;470;13-11-2024;Joost;
1;3;15;QX1794;100;556;13-11-2024;Joost;
1;3;15;QX1794;100;496;13-11-2024;Joost;
1;3;15;QX1794;100;501;13-11-2024;Joost;
1;3;15;QX1794;200;403;13-11-2024;Joost;
1;3;15;QX1794;200;206;13-11-2024;Joost;
1;3;15;QX1794;200;379;13-11-2024;Joost;
1;3;15;QX1794;300;184;13-11-2024;Joost;
1;3;15;QX1794;300;158;13-11-2024;Joost;
1;3;15;QX1794;300;185;13-11-2024;Joost;
1;3;15;QX1794;400;226;13-11-2024;Joost;
1;3;15;QX1794;400;188;13-11-2024;Joost;
1;3;15;QX1794;400;160;13-11-2024;Joost;
1;3;16;XZ1516;0;482;13-11-2024;Joost;
1;3;16;XZ1516;0;540;13-11-2024;Joost;
1;3;16;XZ1516;0;473;13-11-2024;Joost;
1;3;16;XZ1516;100;433;13-11-2024;Joost;
1;3;16;XZ1516;100;467;13-11-2024;Joost;
1;3;16;XZ1516;100;363;13-11-2024;Joost;
1;3;16;XZ1516;200;231;13-11-2024;Joost;
1;3;16;XZ1516;200;365;13-11-2024;Joost;
1;3;16;XZ1516;200;346;13-11-2024;Joost;
1;3;16;XZ1516;300;37;13-11-2024;Joost;
1;3;16;XZ1516;300;192;13-11-2024;Joost;
1;3;16;XZ1516;300;119;13-11-2024;Joost;
1;3;16;XZ1516;400;36;13-11-2024;Joost;
1;3;16;XZ1516;400;2;13-11-2024;Joost;
1;3;16;XZ1516;400;2;13-11-2024;Joost;
2;4;1;CB4856;0;293;20210308;Marijke;
2;4;1;CB4856;0;162;20210308;Marijke;
2;4;1;CB4856;0;179;20210308;Marijke;
2;4;1;CB4856;100;179;20210308;Marijke;
2;4;1;CB4856;100;264;20210308;Marijke;
2;4;1;CB4856;100;;20210308;Marijke;
2;4;1;CB4856;200;;20210308;Marijke;
2;4;1;CB4856;200;;20210308;Marijke;
2;4;1;CB4856;200;154;20210308;Marijke;
2;4;1;CB4856;300;63;20210308;Marijke;
2;4;1;CB4856;300;92;20210308;Marijke;
2;4;1;CB4856;300;88;20210308;Marijke;
2;4;1;CB4856;400;91;20210308;Marijke;
2;4;1;CB4856;400;43;20210308;Marijke;
2;4;1;CB4856;400;29;20210308;Marijke;
2;4;2;DL238;0;264;20210308;Marijke;
2;4;2;DL238;0;193;20210308;Marijke;
2;4;2;DL238;0;268;20210308;Marijke;
2;4;2;DL238;100;213;20210308;Marijke;
2;4;2;DL238;100;148;20210308;Marijke;
2;4;2;DL238;100;162;20210308;Marijke;
2;4;2;DL238;200;124;20210308;Marijke;
2;4;2;DL238;200;291;20210308;Marijke;
2;4;2;DL238;200;251;20210308;Marijke;
2;4;2;DL238;300;70;20210308;Marijke;
2;4;2;DL238;300;21;20210308;Marijke;
2;4;2;DL238;300;243;20210308;Marijke;
2;4;2;DL238;400;66;20210308;Marijke;
2;4;2;DL238;400;23;20210308;Marijke;
2;4;2;DL238;400;19;20210308;Marijke;
2;4;3;ECA36;0;3;20210308;Mark;
2;4;3;ECA36;0;129;20210308;Mark;
2;4;3;ECA36;0;26;20210308;Mark;
2;4;3;ECA36;100;2;20210308;Mark;
2;4;3;ECA36;100;4;20210308;Mark;
2;4;3;ECA36;100;2;20210308;Mark;
2;4;3;ECA36;200;54;20210308;Marijke;
2;4;3;ECA36;200;39;20210308;Marijke;
2;4;3;ECA36;200;77;20210308;Marijke;
2;4;3;ECA36;300;6;20210308;Marijke;
2;4;3;ECA36;300;23;20210308;Marijke;
2;4;3;ECA36;300;2;20210308;Marijke;
2;4;3;ECA36;400;2;20210308;Marijke;
2;4;3;ECA36;400;3;20210308;Marijke;
2;4;3;ECA36;400;2;20210308;Marijke;
2;4;4;ECA396;0;59;20210308;Marijke;
2;4;4;ECA396;0;133;20210308;Marijke;
2;4;4;ECA396;0;210;20210308;Marijke;
2;4;4;ECA396;100;210;20210308;Marijke;
2;4;4;ECA396;100;250;20210308;Marijke;
2;4;4;ECA396;100;122;20210308;Marijke;
2;4;4;ECA396;200;98;20210308;Marijke;
2;4;4;ECA396;200;167;20210308;Marijke;
2;4;4;ECA396;200;136;20210308;Marijke;
2;4;4;ECA396;300;54;20210308;Marijke;
2;4;4;ECA396;300;50;20210308;Marijke;
2;4;4;ECA396;300;44;20210308;Marijke;
2;4;4;ECA396;400;32;20210308;Marijke;
2;4;4;ECA396;400;15;20210308;Marijke;
2;4;4;ECA396;400;18;20210308;Marijke;
2;4;5;EG4725;0;304;20210308;Marijke;
2;4;5;EG4725;0;313;20210308;Marijke;
2;4;5;EG4725;0;464;20210308;Marijke;
2;4;5;EG4725;100;268;20210308;Marijke;
2;4;5;EG4725;100;296;20210308;Marijke;
2;4;5;EG4725;100;100;20210308;Marijke;
2;4;5;EG4725;200;254;20210308;Marijke;
2;4;5;EG4725;200;80;20210308;Marijke;
2;4;5;EG4725;200;196;20210308;Marijke;
2;4;5;EG4725;300;134;20210308;Marijke;
2;4;5;EG4725;300;241;20210308;Marijke;
2;4;5;EG4725;300;64;20210308;Marijke;
2;4;5;EG4725;400;9;20210308;Marijke;
2;4;5;EG4725;400;20;20210308;Marijke;
2;4;5;EG4725;400;2;20210308;Marijke;
2;4;6;JU1400;0;107;20210308;Marijke;
2;4;6;JU1400;0;;20210308;Marijke;
2;4;6;JU1400;0;211;20210308;Marijke;
2;4;6;JU1400;100;145;20210308;Marijke;
2;4;6;JU1400;100;210;20210308;Marijke;
2;4;6;JU1400;100;136;20210308;Marijke;
2;4;6;JU1400;200;;20210308;Marijke;
2;4;6;JU1400;200;94;20210308;Marijke;
2;4;6;JU1400;200;;20210308;Marijke;
2;4;6;JU1400;300;1;20210308;Marijke;
2;4;6;JU1400;300;2;20210308;Marijke;
2;4;6;JU1400;300;61;20210308;Marijke;
2;4;6;JU1400;400;1;20210308;Marijke;
2;4;6;JU1400;400;1;20210308;Marijke;
2;4;6;JU1400;400;34;20210308;Marijke;
2;4;7;JU2526;0;289;20210308;Marijke;
2;4;7;JU2526;0;197;20210308;Marijke;
2;4;7;JU2526;0;310;20210308;Marijke;
2;4;7;JU2526;100;180;20210308;Marijke;
2;4;7;JU2526;100;124;20210308;Marijke;
2;4;7;JU2526;100;221;20210308;Marijke;
2;4;7;JU2526;200;198;20210308;Marijke;
2;4;7;JU2526;200;1;20210308;Marijke;
2;4;7;JU2526;200;87;20210308;Marijke;
2;4;7;JU2526;300;85;20210308;Marijke;
2;4;7;JU2526;300;86;20210308;Marijke;
2;4;7;JU2526;300;144;20210308;Marijke;
2;4;7;JU2526;400;49;20210308;Marijke;
2;4;7;JU2526;400;67;20210308;Marijke;
2;4;7;JU2526;400;2;20210308;Marijke;
2;4;8;JU2600;0;;20210308;Marijke;
2;4;8;JU2600;0;357;20210308;Marijke;
2;4;8;JU2600;0;;20210308;Marijke;
2;4;8;JU2600;100;159;20210308;Marijke;
2;4;8;JU2600;100;333;20210308;Marijke;
2;4;8;JU2600;100;211;20210308;Marijke;
2;4;8;JU2600;200;107;20210308;Marijke;
2;4;8;JU2600;200;177;20210308;Marijke;
2;4;8;JU2600;200;;20210308;Marijke;
2;4;8;JU2600;300;21;20210308;Marijke;
2;4;8;JU2600;300;0;20210308;Marijke;
2;4;8;JU2600;300;13;20210308;Marijke;
2;4;8;JU2600;400;0;20210308;Marijke;  
2;4;8;JU2600;400;28;20210308;Marijke;  
2;4;8;JU2600;400;1;20210308;Marijke;  
2;4;9;JU310;0;290;20210308;Marijke;
2;4;9;JU310;0;317;20210308;Marijke;
2;4;9;JU310;0;276;20210308;Marijke;
2;4;9;JU310;100;362;20210308;Marijke;
2;4;9;JU310;100;331;20210308;Marijke;
2;4;9;JU310;100;318;20210308;Marijke;
2;4;9;JU310;200;278;20210308;Marijke;
2;4;9;JU310;200;349;20210308;Marijke;
2;4;9;JU310;200;231;20210308;Marijke;
2;4;9;JU310;300;100;20210308;Marijke;
2;4;9;JU310;300;117;20210308;Marijke;
2;4;9;JU310;300;28;20210308;Marijke;
2;4;9;JU310;400;13;20210308;Marijke;
2;4;9;JU310;400;2;20210308;Marijke;
2;4;9;JU310;400;24;20210308;Marijke;
2;4;10;MY2147;0;168;20210308;Marijke;
2;4;10;MY2147;0;346;20210308;Marijke;
2;4;10;MY2147;0;306;20210308;Marijke;
2;4;10;MY2147;100;165;20210308;Marijke;
2;4;10;MY2147;100;334;20210308;Marijke;
2;4;10;MY2147;100;171;20210308;Marijke;
2;4;10;MY2147;200;300;20210308;Mark;
2;4;10;MY2147;200;426;20210308;Mark;
2;4;10;MY2147;200;200;20210308;Mark;
2;4;10;MY2147;300;249;20210308;Mark;
2;4;10;MY2147;300;213;20210308;Mark;
2;4;10;MY2147;300;180;20210308;Mark;
2;4;10;MY2147;400;2;20210308;Mark;
2;4;10;MY2147;400;77;20210308;Mark;
2;4;10;MY2147;400;25;20210308;Mark;
2;4;11;MY2693;0;288;20210308;Mark;many males
2;4;11;MY2693;0;335;20210308;Mark;many males
2;4;11;MY2693;0;233;20210308;Mark;many males
2;4;11;MY2693;100;445;20210315;Mark;
2;4;11;MY2693;100;213;20210315;Mark;
2;4;11;MY2693;100;211;20210315;Mark;
2;4;11;MY2693;200;105;20210308;Marijke;
2;4;11;MY2693;200;110;20210308;Marijke;
2;4;11;MY2693;200;139;20210308;Marijke;
2;4;11;MY2693;300;113;20210308;Marijke;
2;4;11;MY2693;300;1;20210308;Marijke;
2;4;11;MY2693;300;138;20210308;Marijke;
2;4;11;MY2693;400;2;20210308;Marijke;
2;4;11;MY2693;400;2;20210308;Marijke;
2;4;11;MY2693;400;2;20210308;Marijke;
2;4;12;N2;0;118;20210308;Marijke;
2;4;12;N2;0;354;20210308;Marijke;
2;4;12;N2;0;316;20210308;Marijke;
2;4;12;N2;100;282;20210308;Marijke;
2;4;12;N2;100;276;20210308;Marijke;
2;4;12;N2;100;176;20210308;Marijke;
2;4;12;N2;200;194;20210308;Marijke;
2;4;12;N2;200;162;20210308;Marijke;
2;4;12;N2;200;342;20210308;Marijke;
2;4;12;N2;300;234;20210308;Marijke;
2;4;12;N2;300;131;20210308;Marijke;
2;4;12;N2;300;100;20210308;Marijke;
2;4;12;N2;400;95;20210308;Marijke;
2;4;12;N2;400;121;20210308;Marijke;
2;4;12;N2;400;68;20210308;Marijke;
2;4;13;NIC2;0;280;20210308;Marijke;
2;4;13;NIC2;0;403;20210308;Marijke;
2;4;13;NIC2;0;409;20210308;Marijke;
2;4;13;NIC2;100;83;20210308;Marijke;
2;4;13;NIC2;100;429;20210308;Marijke;
2;4;13;NIC2;100;151;20210308;Marijke;
2;4;13;NIC2;200;491;20210308;Mark;
2;4;13;NIC2;200;66;20210308;Mark;
2;4;13;NIC2;200;366;20210308;Mark;
2;4;13;NIC2;300;80;20210308;Marijke;
2;4;13;NIC2;300;256;20210308;Marijke;
2;4;13;NIC2;300;34;20210308;Marijke;
2;4;13;NIC2;400;101;20210308;Marijke;
2;4;13;NIC2;400;67;20210308;Marijke;
2;4;13;NIC2;400;103;20210308;Marijke;
2;4;14;NIC526;0;241;20210308;Marijke;
2;4;14;NIC526;0;440;20210308;Marijke;
2;4;14;NIC526;0;323;20210308;Marijke;
2;4;14;NIC526;100;296;20210308;Marijke;
2;4;14;NIC526;100;285;20210308;Marijke;
2;4;14;NIC526;100;297;20210308;Marijke;
2;4;14;NIC526;200;267;20210308;Marijke;
2;4;14;NIC526;200;233;20210308;Marijke;
2;4;14;NIC526;200;158;20210308;Marijke;
2;4;14;NIC526;300;179;20210308;Marijke;
2;4;14;NIC526;300;351;20210308;Marijke;
2;4;14;NIC526;300;106;20210308;Marijke;
2;4;14;NIC526;400;95;20210308;Marijke;
2;4;14;NIC526;400;2;20210308;Marijke;
2;4;14;NIC526;400;21;20210308;Marijke;
2;4;15;QX1794;0;369;20210308;Marijke;
2;4;15;QX1794;0;184;20210308;Marijke;
2;4;15;QX1794;0;143;20210308;Marijke;
2;4;15;QX1794;100;199;20210308;Marijke;
2;4;15;QX1794;100;47;20210308;Marijke;
2;4;15;QX1794;100;158;20210308;Marijke;
2;4;15;QX1794;200;2;20210308;Marijke;
2;4;15;QX1794;200;100;20210308;Marijke;
2;4;15;QX1794;200;169;20210308;Marijke;
2;4;15;QX1794;300;51;20210308;Marijke;
2;4;15;QX1794;300;46;20210308;Marijke;
2;4;15;QX1794;300;55;20210308;Marijke;
2;4;15;QX1794;400;3;20210308;Marijke;
2;4;15;QX1794;400;35;20210308;Marijke;
2;4;15;QX1794;400;49;20210308;Marijke;
2;4;16;XZ1516;0;120;20210308;Marijke;
2;4;16;XZ1516;0;212;20210308;Marijke;
2;4;16;XZ1516;0;133;20210308;Marijke;
2;4;16;XZ1516;100;112;20210308;Marijke;
2;4;16;XZ1516;100;2;20210308;Marijke;
2;4;16;XZ1516;100;178;20210308;Marijke;
2;4;16;XZ1516;200;24;20210308;Marijke;
2;4;16;XZ1516;200;38;20210308;Marijke;
2;4;16;XZ1516;200;49;20210308;Marijke;
2;4;16;XZ1516;300;28;20210308;Marijke;
2;4;16;XZ1516;300;14;20210308;Marijke;
2;4;16;XZ1516;300;5;20210308;Marijke;
2;4;16;XZ1516;400;2;20210323;Samirah;
2;4;16;XZ1516;400;1;20210323;Samirah;
2;4;16;XZ1516;400;2;20210323;Samirah;
2;5;1;CB4856;0;124;20210315;Mark;one not counted (fished male)
2;5;1;CB4856;0;;20210315;Mark;one not counted (fished male)
2;5;1;CB4856;0;179;20210315;Mark;one not counted (fished male)
2;5;1;CB4856;100;389;20210315;Mark;
2;5;1;CB4856;100;421;20210315;Mark;
2;5;1;CB4856;100;18;20210315;Mark;
2;5;1;CB4856;200;230;20210315;Marijke;
2;5;1;CB4856;200;243;20210315;Marijke;
2;5;1;CB4856;200;110;20210315;Marijke;
2;5;1;CB4856;300;162;20210315;Marijke;
2;5;1;CB4856;300;135;20210315;Marijke;
2;5;1;CB4856;300;146;20210315;Marijke;
2;5;1;CB4856;400;;20210315;Marijke;
2;5;1;CB4856;400;62;20210315;Marijke;
2;5;1;CB4856;400;68;20210315;Marijke;
2;5;2;DL238;0;272;20210315;Marijke;
2;5;2;DL238;0;114;20210315;Marijke;
2;5;2;DL238;0;110;20210315;Marijke;
2;5;2;DL238;100;235;20210315;Marijke;
2;5;2;DL238;100;98;20210315;Marijke;
2;5;2;DL238;100;138;20210315;Marijke;
2;5;2;DL238;200;150;20210315;Marijke;
2;5;2;DL238;200;;20210315;Marijke;
2;5;2;DL238;200;117;20210315;Marijke;
2;5;2;DL238;300;;20210315;Marijke;
2;5;2;DL238;300;133;20210315;Marijke;
2;5;2;DL238;300;143;20210315;Marijke;
2;5;2;DL238;400;16;20210315;Marijke;
2;5;2;DL238;400;122;20210315;Marijke;
2;5;2;DL238;400;48;20210315;Marijke;
2;5;3;ECA36;0;126;20210315;Marijke;
2;5;3;ECA36;0;92;20210315;Marijke;
2;5;3;ECA36;0;70;20210315;Marijke;
2;5;3;ECA36;100;92;20210315;Marijke;
2;5;3;ECA36;100;2;20210315;Marijke;
2;5;3;ECA36;100;29;20210315;Marijke;
2;5;3;ECA36;200;113;20210315;Mark;last one: suicide
2;5;3;ECA36;200;2;20210315;Mark;last one: suicide
2;5;3;ECA36;200;1;20210315;Mark;last one: suicide
2;5;3;ECA36;300;34;20210315;Marijke;
2;5;3;ECA36;300;1;20210315;Marijke;
2;5;3;ECA36;300;28;20210315;Marijke;
2;5;3;ECA36;400;16;20210315;Mark;
2;5;3;ECA36;400;2;20210315;Mark;
2;5;3;ECA36;400;2;20210315;Mark;
2;5;4;ECA396;0;194;20210315;Marijke;
2;5;4;ECA396;0;94;20210315;Marijke;
2;5;4;ECA396;0;231;20210315;Marijke;
2;5;4;ECA396;100;299;20210315;Marijke;
2;5;4;ECA396;100;254;20210315;Marijke;
2;5;4;ECA396;100;245;20210315;Marijke;
2;5;4;ECA396;200;213;20210315;Marijke;
2;5;4;ECA396;200;227;20210315;Marijke;
2;5;4;ECA396;200;153;20210315;Marijke;
2;5;4;ECA396;300;125;20210315;Marijke;
